ID,SL202228,SL202241,SL202258,SL202263,SL202240,SL202254,SL202237,SL202231,SL202261,SL202217,SL202219,SL202230,SL202244,SL202246,SL202265,SL202255,SL202256,SL202239,SL202260,SL202226,SL202249,SL202214,SL202245,SL203020,SL203021,SL202998,SL202995,SL203013,SL203017,SL203001,SL203011,SL203003,SL203027,SL203022,SL203007,SL203016,SL203019,SL203024,SL203014,SL202985,SL203015,SL203026
ENSG00000001460,85.98277202,33.92328291,75.50066269,68.37010952,48.79463097,33.50363007,24.63776358,59.68006309,47.67164621,98.75403664,55.76618982,47.55993888,80.1068267,163.9249942,74.88260286,35.93195367,53.76604784,45.57491578,56.31836764,22.89556365,38.97016486,0,25.55751168,148.1454668,63.43368251,51.208787,74.42494062,23.83961609,24.78139367,66.21390098,38.02901655,174.1321363,42.62573879,20.00259355,17.55983655,38.11172038,63.50611653,84.34870232,30.69931934,62.330696,27.06965832,48.73283182
ENSG00000001461,299.8373588,129.8904648,294.522709,331.7292927,359.779079,105.4482673,159.1677743,141.7401498,278.1502663,335.7637246,418.2464236,178.3497708,415.2596531,223.534083,713.880814,154.240657,169.8220292,220.9077128,580.1854478,88.52951279,149.1032395,124.9308513,95.84066879,1182.140357,324.120049,99.00365487,576.7932898,116.652102,235.8362631,381.8334956,169.4019828,435.3303408,316.2554813,110.4368545,87.79918275,185.0851101,193.0298909,1048.755194,150.4604003,444.737939,178.5647636,211.8386363
ENSG00000001497,121.9926509,109.3579515,215.9833199,185.2809312,155.492224,203.490469,175.59295,387.9204101,162.1886586,88.87863298,209.1232118,0,83.6409514,163.9249942,159.7495528,96.49847821,159.331093,107.9864246,63.30123802,302.2214402,125.3822695,140.5472077,235.9154924,114.8883212,91.24022827,102.417574,279.0935273,114.1061236,85.49580817,154.4991023,107.940946,125.7620985,156.7527168,114.0993012,52.67950965,189.7477142,154.6391877,126.228128,95.13415445,124.661392,169.0666379,151.9668715
ENSG00000001561,58.0567435,90.16451509,75.50066269,128.6845264,195.1785239,27.50824364,91.1206177,141.7401498,65.40077083,79.00322931,0,0,262.4087595,14.9022722,14.97652057,145.7676199,68.84676858,120.1784403,161.3650264,71.73943278,3.388709988,0,100.7555749,111.8649443,95.58500105,64.86446354,130.2436461,162.0168084,40.0632531,44.14260065,213.1929715,19.34801515,31.62554813,44.79454049,0,143.1216733,68.5291992,77.86034061,190.2683089,101.0768043,123.9505407,127.5010008
ENSG00000001617,146.9790975,149.5302602,89.05805723,180.5301381,184.1184075,124.4924359,161.1231523,201.4202129,74.06834287,316.0129173,125.4739271,273.4696486,104.5511893,506.6772547,174.7260733,178.8752279,92.45137495,114.9532908,70.2841084,380.0663566,149.1032395,296.7107718,250.6602107,36.28052247,187.6941839,105.8314931,241.881057,338.8465821,171.4046396,222.9201333,74.52150717,135.436106,49.50085795,74.09411414,474.1155868,57.5730244,147.822147,28.90270219,109.3030711,77.49221665,52.23969149,33.21788944
ENSG00000001626,36.00987888,8.480820727,0.701244545,0.619668666,5.204760637,1.410679161,54.75058574,0,0.262653698,59.25242199,0,95.11987776,0.294510392,0,0,3.608886177,0.65568351,2.032002614,0.30360306,4.579112731,0,15.61635641,1.228726523,0,0.868954555,23.89743393,0,4.397599085,2.891162595,0,5.761972204,87.06606817,2.750047664,1.126906679,0,3.446272587,3.946707807,0,2.698841261,60.6460826,0.474906286,0.397819035
ENSG00000001629,462.984157,658.8258628,862.7645387,926.6112124,420.9350165,466.9348022,947.576209,380.4604022,824.6012852,1550.438375,390.3633287,380.4795111,513.3316137,104.3159054,224.6478086,618.2178929,549.1349399,626.7276635,4235.110886,543.388044,140.6314645,398.2170885,673.3421346,426.296139,482.269778,802.2709964,316.3059976,774.6717967,644.7292587,357.5550653,643.8043609,386.960303,310.755386,826.0225956,421.4360772,449.8399336,627.885333,1210.374386,621.0708452,367.2457224,326.7355249,725.0251917
ENSG00000001630,12.49322329,4.909948842,13.32364636,9.088473773,5.204760637,8.464074965,11.34119276,26.1100276,8.142264641,128.3802476,0,71.33990832,12.36943648,119.2181776,19.9686941,10.35593425,5.245468082,6.096007843,191.2699278,18.31645092,71.16290974,39.04089102,24.82027576,0,8.68954555,3.413919133,55.81870546,4.397599085,11.56465038,17.65704026,11.90807589,58.04404545,2.750047664,5.916260064,35.1196731,15.00142185,8.969790471,17.10568089,25.63899198,23.58458768,8.548313152,5.768376011
ENSG00000001631,282.1998671,349.4990857,512.3760143,492.6365898,359.779079,285.6625301,334.7607243,350.6203706,368.5031384,483.8947795,334.5971389,344.8095569,221.471815,104.3159054,119.8121646,310.050395,236.0460637,346.8918749,1653.422265,293.0632148,105.0500096,187.3962769,391.4722702,335.5948329,218.1075933,399.4285386,297.6997625,333.0602675,315.1367229,320.0338547,258.5204862,125.7620985,320.3805528,335.8181903,245.8377117,255.6323372,252.9480913,717.8487463,235.1365449,224.0535829,256.9243009,352.4676652
ENSG00000002016,121.2577554,42.85046262,404.1506062,102.6584424,55.95117684,72.64997678,98.55105434,231.2602445,79.19008998,256.7604953,69.70773727,47.55993888,43.58753806,89.41363319,89.85912343,42.05136936,138.0213789,97.82641157,35.82516109,177.0590256,64.38548976,39.04089102,99.52684836,93.72468305,77.33695539,102.417574,148.8498812,61.3349346,61.12743772,50.76399075,97.95352747,9.674007574,89.37654907,103.9571411,210.7180386,144.5407267,55.2539093,81.399447,59.7118629,102.7614177,109.7033521,307.1162952
ENSG00000002079,84.51298105,25.44246218,7.012445451,27.88508999,16.26487699,10.58009371,26.20206603,33.57003549,21.66893009,49.37701832,13.94154745,0,10.30786373,14.9022722,19.9686941,9.885209962,14.09719547,21.48117049,17.60897748,42.73838549,23.72096991,0,40.54797526,6.046753745,13.03431832,20.4835148,18.60623515,13.19279725,2.891162595,6.621390098,3.457183322,9.674007574,13.75023832,7.606620083,0,25.34023961,11.84012342,12.38687237,13.4942063,18.53074746,15.67190745,33.01897992
ENSG00000002330,57.32184801,35.26235986,62.6445127,70.43567174,11.71071143,35.26697902,21.9002343,11.19001183,19.83035421,19.75080733,69.70773727,11.88998472,38.87537178,149.022722,199.686941,37.18721843,26.22734041,33.96347227,33.8517412,24.42193456,71.16290974,15.61635641,26.7862382,45.35065309,22.59281843,20.4835148,18.60623515,18.51620667,30.56371886,28.69269042,20.74309993,38.6960303,52.25090561,61.416414,87.79918275,31.42189712,33.36762055,31.85195752,23.61486103,40.43072173,28.96928346,25.06259922
ENSG00000002549,211.6499004,171.8482095,134.8727008,118.3567153,74.81843415,182.3302815,55.92381258,167.8501774,297.3239863,217.2588806,348.5386864,118.8998472,245.6216672,0,204.6791145,231.9101639,293.0905291,436.590276,333.3561599,253.3775711,203.3225993,195.2044551,208.8835089,468.6234153,464.0217323,238.9743393,372.1247031,366.6208921,163.5571982,249.4056937,247.7648048,261.1982045,501.8836986,392.7269776,87.79918275,259.0786098,169.3496441,185.8030855,118.4116603,151.6152065,351.9055581,136.6508386
ENSG00000002587,27.19113303,26.33518015,16.36237272,12.80648577,17.56606715,33.50363007,4.692907349,59.68006309,9.192879434,29.62621099,27.88309491,47.55993888,26.21142491,89.41363319,24.96086762,14.43554471,19.67050531,25.25488963,21.85942032,24.42193456,30.49838989,39.04089102,13.02450114,6.046753745,32.15131853,44.38094873,18.60623515,48.8364951,39.23720665,37.52121055,32.65117582,106.4140833,55.00095328,34.08892704,17.55983655,21.08307936,29.42091274,12.38687237,53.63947006,77.49221665,31.81872118,15.31603286
ENSG00000002726,13.96301426,2.231794928,1.168740909,3.304899554,1.301190159,1.058009371,1.955378062,3.730003943,3.677151773,19.75080733,0,142.6798166,2.65059353,14.9022722,59.90608229,1.255264757,5.245468082,7.257152194,9.108091802,24.42193456,6.777419975,0,5.89788731,0,5.21372733,0,0,5.091956835,7.434418102,147.8777122,0.768262961,19.34801515,17.87530981,2.817266697,0,8.311598593,6.817040758,0.589851065,20.91601977,0,13.29737601,9.348747328
ENSG00000002745,8.083850361,4.463589856,0.701244545,1.445893555,3.903570478,1.763348951,1.955378062,0,0.919287943,9.875403664,0,35.66995416,0.883531177,0,0,1.255264757,2.294892286,2.322288702,0.91080918,0,0,0,1.474471828,0,6.95163644,34.13919133,18.60623515,4.629051668,4.543255506,2.207130033,1.152394441,0,6.875119159,3.662446706,0,2.838106836,6.09945752,2.359404261,3.373551576,11.79229384,2.849437717,1.591276141
ENSG00000002746,29.39581949,28.12061609,2.804978181,2.478674665,0.65059508,62.77522266,1.56430245,0,4.859093415,79.00322931,27.88309491,71.33990832,11.19139491,0,0,2.824345704,3.606259307,23.51317311,8.500885682,35.10653094,8.471774969,0,4.669160787,3.023376873,3.47581822,10.2417574,37.21247031,9.48955592,12.80372006,6.621390098,8.450892566,9.674007574,4.125071496,6.761440073,0,9.933373928,28.34453789,1.17970213,6.409747995,42.11533514,0.474906286,4.773828423
ENSG00000002822,252.0691522,101.7698487,72.69568451,112.1600286,137.9261569,129.7824828,77.04189565,373.0003943,102.3036154,177.757266,139.4154745,118.8998472,66.26483826,715.3090655,309.5147585,292.4766884,122.9406582,63.86293931,86.98227671,187.743622,416.8113285,218.6289897,137.3716253,93.72468305,196.3837294,194.5933906,167.4561164,103.4593048,66.49673969,311.2053346,84.12479418,183.8061439,217.2537654,75.78447416,175.5983655,159.1367048,123.4243169,50.13734054,135.6167734,181.9382478,92.13181953,91.69728762
ENSG00000002834,598.2049267,959.6718191,521.024697,261.0870648,718.2569679,524.7726478,411.0204687,264.8302799,484.7273999,414.7669539,906.2005845,1165.218503,470.6276068,1609.445397,489.2330054,939.5656707,321.28492,983.1989792,783.1440934,578.494575,1189.437206,858.8996025,629.8452157,383.9688628,875.9061914,566.7105762,446.5496437,898.2674762,713.7041377,569.4395484,503.9805021,619.1364848,947.3914202,571.6234129,1053.590193,524.441599,770.3256056,430.0014265,1012.402828,727.7529912,343.357245,272.9038582
ENSG00000002919,44.82862473,52.22400132,75.96815906,71.26189663,39.68629986,87.10943818,62.18102238,63.41006703,49.90420264,29.62621099,0,11.88998472,68.03190061,14.9022722,49.92173524,44.87571507,68.19108507,65.31436975,61.93502425,94.63499643,106.7443646,124.9308513,59.47036371,57.44416058,102.5366375,78.52014007,37.21247031,64.80672335,59.06232158,66.21390098,50.70535539,77.3920606,90.75157291,59.44432731,0,51.89681072,61.35336682,50.72719161,66.45896605,48.85378876,55.0891292,48.93174133
ENSG00000002933,30.13071498,36.60143682,17.53111363,7.022911552,18.21666223,9.169414545,17.20732695,55.95005914,47.9342999,29.62621099,209.1232118,0,158.7411014,74.51136099,29.95304114,26.04674371,25.5716569,60.66979234,95.0277578,48.84386913,116.9104946,101.5063167,34.40434264,48.37402996,56.48204607,105.8314931,55.81870546,92.34958078,59.06232158,169.9490125,56.85145908,212.8281666,196.628408,42.8224538,193.158202,55.14036139,107.6374857,7.078212782,63.08541447,94.33835071,256.9243009,41.17427015
ENSG00000003056,166.8212756,193.2734408,423.3179571,186.5202686,134.6731815,189.3836773,243.6401066,268.5602839,302.5770602,167.8818623,264.8894016,237.7996944,251.2173646,14.9022722,229.6399821,133.5287885,279.6490171,191.879104,182.161836,422.8047421,252.4588941,132.7390295,139.583333,217.6831348,227.6660934,177.5237949,204.6685867,108.7827142,203.6204513,172.1561425,225.1010474,164.4581288,206.2535748,292.9957365,193.158202,247.9289044,172.9375603,327.9571922,213.8831699,200.4689953,175.2404196,322.034509
ENSG00000003096,18.37238718,49.5458474,203.5946663,329.8702867,14.96368683,150.9426702,8.212587861,63.41006703,4.990420264,49.37701832,0,0,6.184718238,0,4.992173524,2.667437609,98.35252655,1.451430439,0.75900765,27.47467638,13.55483995,39.04089102,5.406396701,51.39740684,13.03431832,3.413919133,18.60623515,79.38823611,18.99906848,4.414260065,80.66761086,29.02202272,2.750047664,29.29957365,0,53.51858606,3.22912457,33.62151072,40.81997407,6.738453622,7.59850058,11.3378425
ENSG00000003137,22.04686462,164.7064657,28.75102635,3.304899554,20.16844747,325.8668862,21.9002343,48.49005126,106.3747477,19.75080733,27.88309491,35.66995416,60.66914081,119.2181776,214.6634615,2.03980523,17.70345478,26.1257479,120.6822164,22.89556365,62.69113477,46.84906923,16.2191901,84.65455243,39.10295497,204.835148,223.2748219,39.1154866,24.78139367,108.1493716,44.94338319,696.5285454,49.50085795,27.32748696,17.55983655,15.00142185,22.60387199,129.1773833,36.43435702,89.28451049,12.34756344,20.2887708
ENSG00000003147,211.6499004,112.9288234,52.12584452,220.1889328,579.6802159,7.053395804,86.03663474,246.1802602,135.6606351,39.50161466,55.76618982,83.22989304,88.35311768,208.6318108,159.7495528,251.5236757,125.2355505,49.05834883,103.3768419,71.73943278,113.5217846,187.3962769,139.8290783,145.1220899,88.63336461,177.5237949,74.42494062,118.2722701,137.9497581,75.04242111,189.3768198,96.74007574,79.75138225,52.68288724,122.9188558,142.5135076,70.68194891,56.62570226,158.2195689,89.28451049,75.9850058,122.3293533
ENSG00000003249,387.2899218,119.1778492,40.67218362,119.5960526,86.52914559,160.4647545,55.14166136,149.2001577,27.97261885,227.1342843,111.5323796,297.249618,102.4896165,268.2408996,224.6478086,181.2288493,119.3343989,27.57717834,161.0614234,169.427171,650.6323176,187.3962769,98.05237653,75.58442182,111.226183,163.8681184,18.60623515,212.242019,127.6241774,99.32085147,189.3768198,280.5462197,46.75081028,38.59655375,280.9573848,156.095876,61.71215844,46.00838309,34.07287092,6.738453622,73.13556808,98.85803026
ENSG00000003393,292.488404,275.8498531,445.9915307,466.817062,472.9826229,256.7436073,240.9025773,249.9102642,223.3869702,246.8850916,181.2401169,142.6798166,148.1387273,29.8045444,59.90608229,160.6738889,270.7972898,205.5225501,160.9096218,119.056931,144.0201745,249.8617026,187.995158,181.4026124,192.0389566,317.4944794,130.2436461,185.3935193,232.9451005,134.634932,169.4019828,222.5021742,180.128122,306.8003433,175.5983655,253.8078399,212.76343,346.8324263,202.0757394,185.3074746,196.1362962,179.4163849
ENSG00000003400,39.68435632,62.93661697,73.63067724,57.0095173,349.3695577,39.4990165,53.57735891,29.84003154,39.66070841,158.0064586,139.4154745,83.22989304,60.66914081,14.9022722,109.8278175,94.77248916,52.45468082,109.147569,61.63142119,93.10862552,88.10645968,281.0944154,121.1524352,78.60779869,104.2745466,81.9340592,18.60623515,68.97286985,179.2520809,114.7707617,61.84516832,29.02202272,350.6310771,57.75396729,333.6368944,109.672557,80.36932262,37.16061711,197.3527672,143.1921395,56.03894178,32.02443234
ENSG00000003402,1831.359555,1123.485567,1559.801617,819.8216456,4318.650138,575.2044278,1108.308286,1674.77177,1614.138302,928.2879444,1700.868789,511.269343,992.2055116,1430.618131,2001.861583,912.5774784,961.8877096,1379.149203,764.6243068,1097.460684,3634.391462,1007.254988,927.6885248,1079.345544,1142.67524,1573.816721,1860.623515,967.240346,1387.758046,966.7229543,921.1472897,1712.299341,2832.549094,1589.783597,2036.94104,1045.842369,1227.78492,2265.617941,1023.872903,1388.121446,2557.845258,1297.486783
ENSG00000003436,77.16402617,170.9554915,51.42459998,61.34719797,234.2142287,69.82861846,87.9920128,26.1100276,107.4253625,256.7604953,139.4154745,23.77996944,70.38798375,59.60908879,84.86694991,59.93889215,48.52057976,84.47325154,38.86119169,30.5274182,37.27580986,15.61635641,52.58949518,45.35065309,112.0951376,221.9047437,37.21247031,422.6324173,154.8837104,92.69946137,87.5819775,9.674007574,89.37654907,87.89872095,298.5172213,77.64249417,76.06382319,30.08240432,147.0868487,101.0768043,43.21647205,32.42225137
ENSG00000003509,54.38226606,79.00554045,93.96676905,163.1794155,75.46902923,93.45749441,74.69544198,96.98010251,76.3008993,88.87863298,13.94154745,118.8998472,48.29970433,74.51136099,29.95304114,60.25270834,92.1235332,57.76693146,73.77554359,85.47677097,62.69113477,7.808178205,71.51188364,102.7948137,85.15754639,64.86446354,167.4561164,77.07371027,89.21301722,90.49233134,128.6840459,135.436106,96.25166823,96.35052105,17.55983655,98.52285161,78.21657291,188.1624898,76.57962078,60.6460826,88.80747553,95.87438749
ENSG00000003756,396.8435632,496.797551,611.2514952,460.0007067,790.4730217,551.9282217,845.5054741,593.0706269,324.1146635,365.3899356,404.3048762,416.1494652,459.1417015,387.4590771,459.2799642,394.623858,414.3919785,564.0258685,263.5274561,386.1718403,499.8347232,507.5315833,433.7404626,386.9922397,824.6378727,672.5420693,241.881057,778.8379432,881.3915683,911.5447034,588.4894278,532.0704166,632.5109627,598.9508998,860.4319909,465.6522431,680.6277009,363.9381072,574.8531886,352.0842017,661.0695504,439.7889434
ENSG00000003987,32.33540144,40.61866769,114.536609,97.90764928,27.97558842,58.19051538,38.71648563,59.68006309,52.00543222,197.5080733,0,11.88998472,14.72551961,0,0,14.5924528,55.73309838,37.44690532,20.79680961,42.73838549,1.694354994,0,9.09257627,27.21039185,19.11700021,20.4835148,18.60623515,75.91644736,30.15069563,35.31408052,35.34009618,116.0880909,22.00038131,83.95454758,35.1196731,34.05728204,57.40665901,83.16900019,44.19352565,64.01530941,50.34006634,302.1435573
ENSG00000003989,5.144268412,27.22789812,33.1922418,25.81952776,173.0582912,65.24391119,67.65608095,14.92001577,6.828996151,128.3802476,41.82464236,11.88998472,24.44436256,29.8045444,0,29.49872179,56.06094013,20.02974006,13.05493158,35.10653094,37.27580986,85.88996025,13.51599175,226.7532654,36.49609131,68.27838267,37.21247031,76.61080511,313.8976532,92.69946137,90.27089786,116.0880909,26.12545281,172.1349952,210.7180386,68.52000791,50.23082664,12.97672343,148.0989142,28.63842789,16.62172002,18.49858514
ENSG00000004059,181.5191854,107.5725155,203.5946663,191.0645055,92.3845013,150.9426702,161.1231523,175.3101853,157.460892,108.6294403,237.0063067,356.6995416,133.1186973,208.6318108,79.87477639,184.9946436,103.5979946,99.5681281,118.556995,131.2678983,364.2863237,195.2044551,236.8984736,126.9818287,91.24022827,177.5237949,148.8498812,77.30516286,78.88743652,192.0203128,90.27089786,319.24225,89.37654907,105.6475011,210.7180386,63.85740382,110.5078186,173.4162132,88.04969614,148.2459797,60.78800464,102.6373111
ENSG00000004139,108.0296366,52.22400132,95.60300632,51.01938686,26.02380318,56.42716643,97.3778275,55.95005914,92.32277488,69.12782565,41.82464236,71.33990832,27.68397687,104.3159054,24.96086762,43.62045031,18.03129653,53.41264015,38.4057871,47.31749822,52.52500481,39.04089102,31.9468896,66.5142912,55.61309152,61.4505444,241.881057,62.7236501,63.19255386,41.93547062,28.42572954,29.02202272,59.12602477,34.93410705,210.7180386,56.15397098,63.86490815,52.4967448,36.77171218,47.16917535,74.08538065,43.36227484
ENSG00000004142,174.1702305,237.4629803,283.5365444,140.458231,145.7332978,151.29534,199.839638,130.550138,457.8053958,128.3802476,83.64928472,297.249618,208.2188473,536.4817991,154.7573792,414.394278,189.1646927,124.8230177,172.7501412,241.1666038,435.4492334,132.7390295,385.0828923,181.4026124,237.2245935,198.0073097,241.881057,237.4703506,120.6027825,143.4634521,145.2016995,77.3920606,196.628408,138.8912482,228.2778751,209.817184,137.7759816,163.9785961,239.5221619,106.1306445,253.1250506,159.9232522
ENSG00000004399,731.2210099,1365.858496,367.4521417,402.1649645,597.8968781,2282.831552,773.938637,857.9009069,715.6000005,711.0290638,934.0836794,2282.877066,593.4384404,2175.731741,1397.808587,940.8209355,470.1250769,924.8514756,1114.526833,4605.061036,1929.870338,1124.377662,933.3406669,758.867595,744.6940536,1075.384527,688.4307007,616.8211348,655.0548394,1017.486945,696.8145052,957.7267499,1273.272068,782.9184152,4161.681262,658.8462299,1024.708863,424.6927669,927.7266834,1468.98289,522.8718211,393.6419354
ENSG00000004455,680.5132213,318.7003157,310.6513335,407.5354262,389.7064527,463.0554345,290.56918,309.5903273,885.9309237,335.7637246,501.8957083,249.6896791,587.842743,134.1204498,1123.239043,735.8989639,817.9651791,608.1493538,379.3520235,412.1201458,445.6153634,203.0126333,363.7030508,955.3870918,577.854779,399.4285386,762.8556414,418.4662708,360.5692779,768.0812513,497.4502669,638.4844999,576.1349856,487.6688653,122.9188558,512.4810059,398.6174885,815.1741721,716.2049996,404.3072173,1741.006445,992.5584929
ENSG00000004468,24.98644657,8.034461741,48.38587361,5.783574219,24.72261302,16.92814993,9.776890311,7.460007886,20.09300791,59.25242199,278.8309491,23.77996944,61.84718238,29.8045444,34.94521467,127.0955567,74.09223666,149.2070491,58.44358906,80.89765824,66.07984476,15.61635641,131.7194833,63.49091433,46.05459141,27.31135307,93.03117577,29.16302551,36.34604405,346.5194151,58.77211648,38.6960303,440.0076262,55.21842727,70.2393462,49.66686964,22.60387199,36.57076604,26.65105745,21.89997427,62.2127235,51.51756506
ENSG00000004478,714.3184137,332.5374443,853.8821078,420.9615807,247.8767253,261.6809843,592.4795529,1014.561072,814.6204447,1313.428687,195.1816644,71.33990832,369.6105423,402.3613493,738.8416816,211.8259278,761.2485555,475.1983257,296.9237927,1253.150517,631.9944127,1272.733047,444.0617654,526.0675758,253.73473,402.8424577,1246.617755,124.7529425,236.6623096,161.1204924,461.3419078,822.2906438,148.5025738,84.51800092,298.5172213,671.8204326,178.3194346,758.5484698,283.0409772,323.4457739,685.289771,919.956519
ENSG00000004487,392.4341903,274.0644172,419.5779862,747.3204116,228.3588729,361.1338652,427.4456444,443.8704692,976.152469,385.1407429,404.3048762,154.5698014,323.9614315,730.2113377,663.9590787,565.339865,512.4166633,418.5925385,395.8983903,870.0314188,433.7548784,257.6698808,649.2590947,220.7065117,527.4554149,443.8094873,632.6119953,383.9798359,247.4009135,573.8538085,469.4086689,386.960303,280.5048617,263.4144362,351.196731,553.2281112,562.5852583,178.7248728,287.0892391,527.2839959,505.3002886,873.2127823
ENSG00000004534,379.940967,414.6674976,375.8670762,412.0796631,610.9087797,521.5986197,660.1356338,604.2606387,333.3075429,414.7669539,1240.797723,499.3793583,391.6988217,327.8499883,424.3347496,508.6960428,348.4957857,521.3538136,204.4766609,435.0157094,516.7782731,616.8460782,420.4702162,547.231214,644.7642798,938.8277617,911.7055226,698.2924441,471.6725262,752.6313411,430.6113894,580.4404545,693.0120113,412.7295711,491.6754234,470.9230129,726.1942365,362.7584051,601.504246,518.8609289,499.1265068,464.2548141
