ID,AICK-011-12-2422-2,AICK-046-(13-006),AICK-050-(13-551),AICK-066-(13-2538),AICK-097-(14-2320),AICK-126-1S-0642-3,AKU-008-AN,AKU-012-RW-2,AKU-014-RW,AKU-017-RW,AKUH-018-PI,AKUH-020-WN,AKUH-021-PB,AKUH-022-PB,AKUH-024-SP
ENSG00000001497,96.60766402,97.16387485,36.18819441,44.94914918,72.2801884,0,93.27078311,150.3112815,120.4977731,172.5689481,141.4807828,177.2213284,74.2353727,71.11051464,177.1842749
ENSG00000001561,80.50638668,29.89657688,122.4831195,8.5617427,91.11684355,0,88.36179453,66.23886981,23.8807992,56.27248308,73.17971525,150.0286378,88.35375647,61.98146208,4.038388032
ENSG00000001617,51.52408748,85.95265852,34.79634078,340.3292723,10.51348195,106.0670833,164.9420164,135.0253885,107.7370407,93.7874718,29.2718861,232.5443886,82.43314392,51.89145663,45.43186536
ENSG00000001626,0,44.84486531,0,8.5617427,4.380617479,0,0,10.19059536,0,0,4.878647683,0,4.098885609,1.921905801,0
ENSG00000001629,759.9802903,601.6686096,526.8165994,293.2396875,805.1574926,233.3475833,406.4642548,598.6974771,623.4529256,352.640894,575.6804266,523.2248743,651.2673802,573.6888816,348.8157663
ENSG00000001630,41.86332108,0,6.959268155,8.5617427,4.380617479,0,7.854381736,0,19.14109859,9.37874718,43.90782915,5.626073917,3.188022141,4.804764502,52.49904442
ENSG00000001631,293.0432475,328.8623456,451.6565033,316.7844799,375.8569797,63.64024999,158.0694324,234.3836932,223.6774093,186.6370689,361.0199286,210.0400929,278.7242214,220.5386907,313.479871
ENSG00000002016,32.20255467,287.7545524,141.9690704,89.89829835,25.84564312,0,103.0887603,68.78651865,112.6590374,86.28447406,73.17971525,48.75930728,85.62116606,47.08669212,43.41267134
ENSG00000002079,28.98229921,37.3707211,3.479634078,6.421307025,7.447049714,0,23.56314521,30.57178607,8.7502165,14.06812077,48.78647683,10.31446885,2.732590406,9.609529005,57.54702946
ENSG00000002330,16.10127734,29.89657688,22.2696581,23.54479243,25.40758138,0,15.70876347,15.28589303,29.34968451,43.14223703,58.5437722,30.00572756,7.742339485,24.50429896,78.74856663
ENSG00000002549,132.0304742,71.00437008,189.9880206,51.3704562,77.09886762,84.85366666,158.0694324,84.07241168,242.2716193,78.78147632,34.15053378,238.1704625,82.88857566,241.6796545,385.6660571
ENSG00000002587,3.220255467,0,54.28229161,38.52784215,15.33216117,127.2805,15.70876347,17.83354187,12.21384386,223.2141829,73.17971525,5.626073917,10.93036163,11.53143481,6.057582048
ENSG00000002726,0,11.21121633,0.695926816,2.140435675,2.190308739,21.21341666,0.981797717,15.28589303,4.010515896,8.440872462,0,6.563752903,0,0.9609529,1.009597008
ENSG00000002745,0,59.79315375,5.567414524,128.4261405,3.066432235,0,9.81797717,0,1.822961771,0,0,0,5.465180813,7.687623204,5.552783544
ENSG00000002746,0,7.474144219,8.351121786,0,1.314185244,0,1.963595434,30.57178607,15.67747123,3.751498872,0,13.12750581,1.366295203,54.29383888,5.552783544
ENSG00000002822,115.9291968,104.6380191,68.89675474,128.4261405,40.73974255,106.0670833,85.41640138,147.7636327,183.9368427,153.8114538,107.330249,70.32592397,60.57242067,68.22765593,230.1881178
ENSG00000002834,557.1041959,396.1296436,424.5153575,5991.079454,270.2840984,23886.30716,546.8613283,425.4573561,480.8973151,383.5907597,156.1167259,293.4935227,438.1253285,605.4003273,305.9078934
ENSG00000002919,67.62536481,29.89657688,75.16009608,25.6852281,31.97850759,63.64024999,52.035279,25.47648839,72.91847083,37.51498872,48.78647683,58.13609715,22.77158672,87.92719039,35.33589528
ENSG00000002933,70.84562028,29.89657688,6.959268155,25.6852281,9.637358453,169.7073333,9.81797717,33.11943491,79.29883703,55.33460836,4.878647683,52.51002323,10.93036163,27.86763411,10.09597008
ENSG00000003056,51.52408748,201.8018939,129.4423877,53.51089188,169.9679582,0,211.0865091,56.04827446,113.5705183,78.78147632,243.9323842,144.4025639,113.8579336,206.6048736,160.0211258
ENSG00000003096,106.2684304,18.68536055,35.49226759,0,25.40758138,0,21.59954977,66.23886981,0.729184708,39.39073816,102.4516013,15.00286378,113.4025019,34.11382797,0.504798504
ENSG00000003137,19.3215328,104.6380191,15.31038994,14.98304973,21.0269639,169.7073333,55.96246987,10.19059536,26.2506495,36.577114,82.93701061,9.376789862,106.5710258,36.99668667,327.6142291
ENSG00000003147,35.42281014,29.89657688,61.24155977,68.4939416,63.95701519,84.85366666,49.08988585,61.14357213,67.44958552,105.9798431,141.4807828,41.25787539,58.75069374,34.11382797,113.5796634
ENSG00000003249,132.0304742,0,15.31038994,130.5665762,42.05392779,148.4939167,45.16269498,303.1702118,48.30848693,45.01798647,156.1167259,90.01718268,143.0055646,17.29715221,17.66794764
ENSG00000003393,112.7089414,205.538966,136.4016558,154.1113686,228.6682324,148.4939167,130.5790964,73.88181633,142.3733143,219.462684,253.6896795,88.1418247,235.4582067,164.322946,188.7946405
ENSG00000003400,57.96459841,82.21558641,205.2984106,149.8304973,110.3915605,84.85366666,147.2696575,63.69122097,200.3434986,86.28447406,24.39323842,228.7936726,35.97910702,192.1905801,25.7447237
ENSG00000003402,396.0914225,1203.337219,1526.863433,1549.675429,1128.009001,572.7622499,937.6168197,1034.345429,1030.155697,914.4278501,683.0106756,1333.379518,999.672657,988.3400581,1589.610489
ENSG00000003436,86.94689762,235.4355429,140.5772167,387.4188572,84.10785559,212.1341666,46.1444927,86.62006052,33.54249658,82.53297519,34.15053378,151.9039958,87.442893,43.72335697,8.076776064
ENSG00000003509,35.42281014,130.7975238,64.72119385,102.7409124,92.4310288,148.4939167,72.65303105,73.88181633,62.70988492,57.2103578,107.330249,38.44483843,57.38439853,59.09860338,61.58541749
ENSG00000003756,276.9419702,781.0480709,573.443696,766.2759717,212.4599477,678.8293333,368.1741439,295.5272653,651.7088331,800.0071345,258.5683272,518.5364794,572.4776901,516.0317076,323.5758411
ENSG00000003987,45.08357654,89.68973063,86.29492513,81.33655565,54.31965673,0,46.1444927,48.40532794,59.06396138,55.33460836,97.57295366,31.88108553,49.64205905,36.03573377,35.84069378
ENSG00000003989,6.440510935,138.2716681,205.9943374,160.5326756,31.1023841,296.9878333,21.59954977,20.38119071,29.53198069,87.22234878,24.39323842,40.32019641,4.554317344,36.99668667,22.71593268
ENSG00000004059,19.3215328,48.58193742,32.01263351,124.1452692,25.84564312,127.2805,34.36292009,145.2159838,109.5600024,55.33460836,29.2718861,75.95199788,66.49303322,56.69622113,224.6353343
ENSG00000004139,22.54178827,33.63364899,23.66151173,62.07263458,24.53145788,127.2805,28.47213379,28.02413723,64.16825433,112.5449662,78.05836293,29.06804857,15.9401107,37.95763957,57.54702946
ENSG00000004142,170.6735398,138.2716681,91.86233965,258.9927167,120.0289189,339.4146666,228.7588681,211.4548536,187.9473586,81.59510047,63.42241988,127.5243421,110.6699115,89.36861975,150.4299542
ENSG00000004399,157.7925179,822.1558641,151.7120458,633.5689598,162.9589702,848.5366666,528.2071717,321.0037537,620.3538906,360.1438917,278.0829179,778.2735586,508.2618156,395.4321185,623.4261525
ENSG00000004455,1352.507296,534.4013117,449.5687228,378.8571145,347.8210278,339.4146666,494.8260493,726.0799191,284.9289248,336.6970238,400.04911,313.1847814,310.6044428,484.3202618,733.4722263
ENSG00000004468,16.10127734,18.68536055,563.7007206,66.35350593,74.90855888,0,113.8885352,53.50062562,221.4898552,39.39073816,0,279.4283379,11.84122509,305.5830224,22.21113418
ENSG00000004478,183.5545616,440.9745089,282.5462871,220.4648745,272.4744072,487.9085833,295.5211128,349.0278909,357.6650994,157.5629526,536.6512452,287.8674488,179.8955351,98.01719585,231.1977148
ENSG00000004487,460.4965318,168.1682449,179.5491184,306.0823015,178.2911314,127.2805,343.6292009,224.1930978,264.3294568,392.9695069,526.8939498,328.1876452,161.222834,221.4996436,420.4971538
ENSG00000004534,286.6027366,612.879826,427.9949916,485.8788982,219.9069974,63.64024999,422.1730183,382.1473258,679.417852,754.989148,341.5053378,448.2105554,394.8593137,516.9926605,216.0537597
ENSG00000004660,3.220255467,3.73707211,18.0940972,40.66827783,25.84564312,530.3354166,8.836179453,53.50062562,49.58456017,46.8937359,39.02918147,37.50715945,56.01810333,49.96955083,36.85029079
ENSG00000004700,28.98229921,112.1121633,84.9030715,2.140435675,42.05392779,0,62.83505389,61.14357213,100.2628974,3.751498872,107.330249,38.44483843,41.44428783,118.6776832,62.5950145
ENSG00000004766,183.5545616,115.8492354,222.696581,124.1452692,138.4275123,212.1341666,87.37999681,127.3824419,158.0507855,78.78147632,107.330249,157.5300697,146.6490185,134.0529296,98.94050679
ENSG00000004776,12.88102187,0,2.087780447,0,0,0,2.945393151,2.547648839,2.005257948,27.19836682,0,0,0.455431734,3.363335152,3.533589528
ENSG00000004777,16.10127734,52.31900953,118.3075586,32.10653513,22.77921089,84.85366666,66.76224475,33.11943491,125.4197698,418.2921243,126.8448398,87.20414572,121.6002731,78.31766139,369.0077064
ENSG00000004779,12.88102187,59.79315375,40.3637553,62.07263458,51.69128625,0,27.49033607,63.69122097,45.93863663,39.39073816,63.42241988,75.95199788,21.86072325,22.58239316,51.48944741
ENSG00000004799,38.64306561,37.3707211,155.8876067,83.47699133,60.89058295,0,53.99887443,84.07241168,9.114808854,48.76948534,229.2964411,48.75930728,46.45403691,176.8153337,3.028791024
ENSG00000004809,0,0,0,12.84261405,0,0,0,0,1.458369417,0,4.878647683,5.626073917,2.277158672,0,0
ENSG00000004838,0,18.68536055,6.959268155,0,3.942555731,0,5.890786302,0,6.562662375,1.875749436,0,15.94054277,18.67270111,16.33619931,5.04798504
ENSG00000004846,0,0,0,17.1234854,3.504493983,0,0,0,1.458369417,0.937874718,0,0.937678986,23.22701845,4.324288052,0
ENSG00000004848,0,0,0,2.140435675,4.380617479,21.21341666,2.945393151,0,1.640665594,0,0,0,0,4.804764502,0
ENSG00000004864,103.048175,179.3794613,132.9220218,55.65132755,102.0683873,127.2805,74.61662649,165.5971745,169.5354447,106.9177179,97.57295366,26.25501161,109.759048,137.8967412,150.4299542
ENSG00000004866,48.30383201,93.42680274,58.45785251,42.8087135,85.86010258,84.85366666,42.21730183,66.23886981,59.97544226,43.14223703,14.63594305,22.50429567,97.91782289,53.81336243,64.10941001
ENSG00000004897,698.7954364,440.9745089,480.8854295,179.7965967,682.5002032,445.48175,203.2321274,382.1473258,302.7939501,186.6370689,887.9138783,379.7599894,240.4679558,333.4506565,178.6986704
ENSG00000004939,0,0,11.83075586,0,0,169.7073333,0,0,0.182296177,0,0,0,0,0,0
ENSG00000004948,0,0,0,0,0.876123496,0,0,0,2.369850302,0,4.878647683,0,0,0,0
ENSG00000004961,103.048175,59.79315375,46.62709664,40.66827783,76.66080587,21.21341666,41.23550411,66.23886981,16.77124829,27.19836682,4.878647683,27.1926906,27.7813358,36.03573377,36.85029079
ENSG00000004975,80.50638668,22.42243266,86.99085194,59.9321989,45.12036003,63.64024999,153.1604438,40.76238142,111.5652604,130.3645858,43.90782915,112.5214783,166.6880148,203.7220149,120.142044
ENSG00000005001,22.54178827,37.3707211,4.175560893,55.65132755,41.61586605,0,6.872584019,22.92883955,49.21996781,60.96185667,4.878647683,8.439110876,34.15738008,0,9.591171576
ENSG00000005007,640.830838,358.7589225,224.7843614,280.3970734,224.7256766,678.8293333,490.8988585,512.0774166,581.1602125,537.4022134,365.8985762,440.7091235,344.3063912,239.7577487,885.416576
ENSG00000005020,70.84562028,41.1077932,244.2703123,17.1234854,298.758112,0,151.1968484,96.81065588,142.5556105,30.01199098,126.8448398,101.2693305,101.105845,147.0257938,7.067179056
ENSG00000005022,206.0963499,7.474144219,87.68677876,184.0774681,128.7901539,296.9878333,111.9249397,99.35830472,249.1988741,84.40872462,97.57295366,171.5952545,134.8077934,209.4877323,366.4837139
ENSG00000005059,93.38740855,26.15950477,117.6116318,68.4939416,95.49746103,0,33.38112238,66.23886981,54.32426077,39.39073816,68.30106756,53.44770221,45.0877417,93.21243135,73.70058159
ENSG00000005073,0,0,0,0,3.066432235,0,4.908988585,0,2.187554125,0,0,1.875357972,1.366295203,0.9609529,0
ENSG00000005075,19.3215328,3.73707211,4.175560893,14.98304973,36.35912507,21.21341666,23.56314521,22.92883955,25.33916861,17.81961964,131.7234874,19.69125871,36.43453875,20.66048736,46.44146237
ENSG00000005100,228.6381382,123.3233796,84.9030715,111.3026551,92.86909055,148.4939167,127.6337032,183.4307164,141.0972411,190.3885678,97.57295366,141.5895269,208.1323026,224.8629787,150.9347527
ENSG00000005102,0,14.94828844,1.391853631,0,3.504493983,0,10.79977489,0,2.369850302,13.13024605,0,0.937678986,34.61281181,1.441429351,0.504798504
ENSG00000005108,0,48.58193742,14.61446313,19.26392108,39.86361905,0,22.58134749,15.28589303,49.21996781,74.09210273,9.757295366,7.50143189,31.42478967,25.94572831,7.57197756
ENSG00000005156,412.1926998,168.1682449,164.2387285,27.82566378,175.2246991,84.85366666,273.921563,308.2655095,206.3592725,189.450693,102.4516013,338.502114,158.0348118,78.79813784,198.3858121
ENSG00000005175,106.2684304,115.8492354,197.6432156,77.0556843,148.5029325,0,100.1433671,61.14357213,78.38735615,64.71335555,151.2380782,113.4591573,94.27436902,76.39575559,51.99424591
ENSG00000005187,16.10127734,71.00437008,38.27597485,38.52784215,288.6826918,0,65.78044704,89.16770936,4.557404427,72.21635329,39.02918147,12.18982682,20.94985978,13.45334061,4.038388032
ENSG00000005189,28.98229921,0,28.53299944,49.23002053,11.82766719,0,11.7815726,5.095297678,15.31287888,12.19237133,14.63594305,30.94340654,28.23676753,14.89476996,19.18234315
ENSG00000005194,67.62536481,97.16387485,49.4108039,38.52784215,95.93552278,42.42683333,34.36292009,78.97711401,47.03241369,78.78147632,43.90782915,108.7707624,48.73119558,48.04764502,78.24376812
ENSG00000005206,186.7748171,100.900947,258.1888486,291.0992518,60.01445946,21.21341666,168.8692073,305.7178607,189.5880242,1143.269281,482.9861206,321.6238923,296.0306273,142.2210293,345.7869752
ENSG00000005238,35.42281014,56.05608164,26.44521899,109.1622194,29.78819885,63.64024999,124.6883101,33.11943491,55.41803783,59.08610724,24.39323842,60.9491341,64.21587455,56.69622113,84.80614867
ENSG00000005243,12.88102187,7.474144219,9.742975418,6.421307025,18.39859341,0,14.72696575,12.73824419,31.17264628,24.38474267,24.39323842,3.750715945,21.40529152,28.34811056,3.028791024
ENSG00000005249,61.18485388,164.4311728,49.4108039,34.2469708,466.9738232,0,96.21617626,132.4777396,9.114808854,34.70136457,53.66512452,38.44483843,132.075203,89.8490962,66.12860403
ENSG00000005302,212.5368608,160.6941007,329.8693106,145.5496259,360.5248185,42.42683333,157.0876347,208.9072048,126.6958431,170.6931987,204.9032027,187.5357972,193.5584871,199.3977269,110.5508724
ENSG00000005339,447.61551,418.5520763,538.6473552,639.9902668,388.5607703,933.3903332,706.8943562,613.9833702,493.4757514,981.9548298,136.6021351,652.6245744,900.8439706,504.5002728,477.5393848
ENSG00000005379,96.60766402,104.6380191,126.6586804,109.1622194,45.12036003,0,120.7611192,787.2234912,120.6800692,696.8409155,536.6512452,137.838811,475.4707307,101.380531,80.26296214
ENSG00000005381,0,0,0,0,0,0,7.854381736,0,0.182296177,0,0,0,0.455431734,0,0
ENSG00000005421,0,7.474144219,2.783707262,0,1.314185244,0,8.836179453,2.547648839,8.385624146,5.627248308,19.51459073,12.18982682,9.564066422,0.9609529,3.533589528
ENSG00000005436,83.72664215,89.68973063,224.0884346,145.5496259,320.6611994,0,139.4152758,56.04827446,96.07008532,105.9798431,214.6604981,207.227056,107.4818893,126.3653064,102.9788948
ENSG00000005448,12.88102187,26.15950477,17.39817039,55.65132755,8.323173209,127.2805,16.69056119,22.92883955,15.31287888,30.01199098,24.39323842,26.25501161,10.47492989,24.02382251,30.28791024
ENSG00000005469,19.3215328,56.05608164,80.03158379,184.0774681,61.3286447,84.85366666,24.54494292,0,51.04292958,36.577114,43.90782915,25.31733263,47.36490038,32.19192217,20.19194016
ENSG00000005471,0,7.474144219,35.49226759,38.52784215,3.942555731,0,4.908988585,7.642946517,11.30236298,6.565123026,43.90782915,5.626073917,5.009749078,16.33619931,0
ENSG00000005483,331.6863131,1106.173344,1160.805928,400.2614712,1076.317714,106.0670833,646.0228978,524.8156608,543.9717924,648.0714302,580.5590743,640.4347476,864.8648636,793.2666194,393.7428331
ENSG00000005486,35.42281014,97.16387485,61.24155977,25.6852281,56.50996547,106.0670833,36.32651553,66.23886981,111.0183718,104.1040937,29.2718861,83.45342977,98.82868636,51.89145663,119.1324469
ENSG00000005513,70.84562028,7.474144219,222.0006542,0,11.38960544,0,68.72584019,58.5959233,4.557404427,746.5482756,112.2088967,83.45342977,125.6991587,0.48047645,0.504798504
ENSG00000005700,502.3598529,440.9745089,504.5469413,293.2396875,500.2665161,466.6951666,290.6121242,333.7419979,283.8351477,214.7733104,253.6896795,225.0429567,323.3565314,271.4691944,327.6142291
ENSG00000005801,196.4355835,134.5345959,245.6621659,250.430974,372.3524857,84.85366666,209.1229137,262.4078304,211.4635654,181.0098206,487.8647683,159.4054277,140.2729742,224.3825023,82.78695466
ENSG00000005810,315.5850358,485.8193742,1153.84666,1560.377607,550.6436171,466.6951666,800.1651393,254.7648839,1041.275764,683.7106695,1009.88007,596.3638352,446.3230997,1168.038251,1295.81776
ENSG00000005812,161.0127734,194.3277497,393.8945776,293.2396875,430.1766364,254.561,190.4687571,198.7166094,192.3224668,115.3585903,248.8110318,70.32592397,191.7367602,279.637294,230.6929163
ENSG00000005844,51.52408748,22.42243266,264.4521899,32.10653513,81.91754685,0,62.83505389,45.8576791,123.7791042,64.71335555,34.15053378,227.8559936,39.62256089,221.98012,86.82534269
ENSG00000005882,19.3215328,0,6.26334134,19.26392108,5.256740974,106.0670833,19.63595434,20.38119071,30.07886922,33.76348985,4.878647683,3.750715945,5.465180813,11.05095836,13.1247611
ENSG00000005884,22.54178827,89.68973063,66.80897429,473.0362842,7.008987966,106.0670833,62.83505389,247.1219374,156.5924161,138.8054583,34.15053378,41.25787539,188.548738,46.12573922,50.4798504
ENSG00000005889,328.4660577,545.612528,699.4064496,455.9127988,672.424783,551.5488333,376.0285256,310.8131583,284.0174439,270.1079188,273.2042703,429.4569757,364.3453875,476.1521622,306.9174904
ENSG00000005893,737.438502,242.9096871,316.6467011,340.3292723,1405.302087,339.4146666,453.5905452,588.5068818,435.3232709,217.5869346,692.767971,462.2757402,905.398288,516.9926605,368.5029079
ENSG00000005961,6.440510935,0,2.783707262,0,5.256740974,0,0,2.547648839,4.010515896,13.13024605,9.757295366,1.875357972,7.742339485,2.402382251,14.13435811
ENSG00000005981,0,0,0,0,0,42.42683333,0,22.92883955,0,0,0,0,0.455431734,2.402382251,0.504798504
ENSG00000006007,132.0304742,41.1077932,98.82160781,89.89829835,136.6752653,169.7073333,91.30718768,71.33416749,81.1217988,23.44686795,112.2088967,90.01718268,81.52228045,96.5757665,45.93666386
ENSG00000006015,231.8583936,3.73707211,61.24155977,134.8474475,82.79367034,233.3475833,119.7793215,101.9059536,56.87640725,113.4828409,151.2380782,63.76217106,68.77019189,58.61812693,135.2859991
ENSG00000006016,41.86332108,0,11.83075586,0,7.447049714,0,289.6303265,30.57178607,5.286589135,7.502997744,43.90782915,1.875357972,129.3426126,2.882858701,15.14395512
ENSG00000006025,51.52408748,29.89657688,26.44521899,40.66827783,21.90308739,0,12.76337032,50.95297678,27.16213039,60.96185667,34.15053378,42.19555438,10.47492989,54.77431533,11.10556709
ENSG00000006042,67.62536481,37.3707211,53.5863648,92.03873403,63.08089169,42.42683333,180.6507799,10.19059536,51.04292958,258.8534222,48.78647683,26.25501161,52.83008119,49.00859792,9.591171576
ENSG00000006047,0,22.42243266,46.62709664,0,7.447049714,0,17.67235891,30.57178607,22.05783743,58.14823252,9.757295366,30.94340654,47.82033211,9.609529005,84.30135017
ENSG00000006062,38.64306561,7.474144219,79.33565697,134.8474475,31.97850759,42.42683333,72.65303105,68.78651865,66.90269699,176.320447,82.93701061,120.9605892,51.91921772,103.7829133,55.02303694
ENSG00000006071,0,14.94828844,6.959268155,8.5617427,0,0,0,0,0.729184708,0,0,0.937678986,2.277158672,0.48047645,0
ENSG00000006116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006118,135.2507296,171.905317,53.5863648,560.7941469,107.3251282,1845.56725,361.3015598,552.839798,622.7237409,529.8992157,87.8156583,291.6181647,191.7367602,131.1700709,647.6564806
ENSG00000006125,1069.124815,321.3882014,517.7695508,265.4140237,766.169997,339.4146666,551.7703169,705.6987284,508.9709264,576.7929516,375.6558716,455.7119873,303.7729668,467.9840625,251.8944535
ENSG00000006128,0,0,0,0,0,0,0,0,0,0,9.757295366,0,2.277158672,0,0.504798504
ENSG00000006194,115.9291968,78.4785143,77.24787652,128.4261405,74.90855888,21.21341666,79.52561507,198.7166094,119.5862922,157.5629526,180.5099643,135.025774,131.1643395,79.75909074,128.21882
ENSG00000006210,22.54178827,22.42243266,186.5083866,85.617427,176.5388844,63.64024999,97.19797398,86.62006052,36.64153159,314.1880305,19.51459073,150.9663168,117.5013875,44.68430987,81.77735765
ENSG00000006282,41.86332108,74.74144219,12.52668268,96.31960538,4.818679226,21.21341666,30.43572923,35.66708374,108.2839292,68.46485442,4.878647683,39.38251742,56.47353506,40.36002182,25.2399252
ENSG00000006283,0,14.94828844,13.91853631,36.38740648,0.876123496,0,18.65415662,22.92883955,3.463627365,0,0,0,0,0,0.504798504
ENSG00000006327,25.76204374,74.74144219,29.92485307,96.31960538,33.73075458,84.85366666,84.43460366,78.97711401,95.34090061,90.97384765,9.757295366,26.25501161,81.97771219,55.73526823,32.30710426
ENSG00000006377,0,7.474144219,41.05968212,29.96609945,3.066432235,21.21341666,0,7.642946517,4.921996781,0.937874718,19.51459073,0,4.098885609,8.648576104,12.6199626
ENSG00000006432,109.4886859,108.3750912,127.3546072,338.1888367,78.41305287,233.3475833,236.6132498,152.8589303,132.7116169,160.3765768,63.42241988,166.9068595,146.1935867,92.25147845,140.8387826
ENSG00000006451,235.0786491,153.2199565,364.6656513,104.8813481,262.398987,212.1341666,205.1957228,178.3354187,173.1813682,105.9798431,297.5975087,323.4992502,154.8467897,180.1786688,124.6852305
ENSG00000006453,167.4532843,295.2286967,50.80265753,169.0944183,79.28917636,42.42683333,90.32538996,244.5742885,157.3216008,68.46485442,131.7234874,185.6604393,279.6350849,49.00859792,284.2015578
ENSG00000006459,779.3018231,582.9832491,776.6543261,537.2493544,809.53811,466.6951666,491.8806562,476.4103329,297.8719534,248.5368003,761.0690386,428.5192967,567.0125093,377.1740134,193.337827
ENSG00000006468,3.220255467,3.73707211,49.4108039,34.2469708,48.18679226,0,46.1444927,7.642946517,72.3715823,14.06812077,0,30.94340654,79.70055352,71.59099109,10.60076858
ENSG00000006530,35.42281014,71.00437008,76.55194971,0,52.56740974,0,52.035279,28.02413723,48.4907831,49.70736006,78.05836293,45.00859134,52.83008119,27.38715766,20.19194016
ENSG00000006534,32.20255467,97.16387485,9.742975418,0,24.09339613,42.42683333,79.52561507,40.76238142,41.56352838,26.26049211,112.2088967,18.75357972,107.937321,34.11382797,27.76391772
ENSG00000006555,61.18485388,37.3707211,26.44521899,158.39224,31.1023841,318.20125,29.45393151,196.1689606,39.55827043,32.82561513,29.2718861,78.76503484,37.80083395,13.93381706,252.9040505
ENSG00000006576,273.7217147,340.073562,502.4591608,79.19611998,384.6182146,127.2805,117.815726,61.14357213,198.8851292,86.28447406,248.8110318,229.7313516,261.4178155,364.6816257,131.247611
ENSG00000006606,0,0,0,0,0,0,0,0,0.364592354,3.751498872,0,0,0,0,0
ENSG00000006607,331.6863131,560.5608164,354.9226759,473.0362842,386.8085234,530.3354166,439.8453772,292.9796165,284.9289248,274.7972924,204.9032027,316.9354973,208.5877343,289.246823,532.5624217
ENSG00000006611,0,26.15950477,0,0,0,0,10.79977489,0,0,0,0,0,0,0,0
ENSG00000006625,296.263503,7.474144219,126.6586804,162.6731113,164.2731554,21.21341666,33.38112238,114.6441978,47.94389457,17.81961964,239.0537365,80.64039281,45.99860517,45.16478632,66.12860403
ENSG00000006634,222.1976272,104.6380191,174.6776307,64.21307025,127.0379069,0,55.96246987,86.62006052,80.21031792,28.13624154,136.6021351,85.32878775,87.89832474,68.70813238,80.26296214
ENSG00000006638,0,0,4.175560893,42.8087135,5.694802722,0,3.927190868,0,11.30236298,17.81961964,24.39323842,20.6289377,15.02924723,5.765717403,6.562380552
ENSG00000006652,637.6105825,198.0648218,274.8910921,154.1113686,282.9878891,21.21341666,186.5415662,178.3354187,416.3644685,170.6931987,234.1750888,264.4254741,490.4999779,182.1005746,252.9040505
ENSG00000006695,9.660766402,71.00437008,21.57373128,14.98304973,48.62485401,21.21341666,49.08988585,53.50062562,40.65204749,21.57111852,97.57295366,12.18982682,77.87882658,25.94572831,26.75432071
ENSG00000006704,83.72664215,93.42680274,53.5863648,132.7070119,58.26221246,42.42683333,200.2867343,132.4777396,124.1436966,196.9536908,43.90782915,134.088095,110.6699115,55.25479178,234.7313044
